Scenario - Tactile Training
Logfile written - 03/29/2016 16:38:09

Trial	Event Type	Code	x(num)	y(num)	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

6	Response	1	-1675	23	748982	156987	NA
6	Response	2	-1658	176	757022	165027	NA
6	Response	1	-1582	181	757302	165307	NA
6	Response	2	-1565	170	760462	168467	NA
6	Response	1	-1671	-22	760782	168787	NA
6	Response	2	-1644	-119	791002	199007	NA
6	Response	1	-1910	-455	794242	202247	NA
6	Response	2	-1910	-455	799442	207447	NA
6	Response	1	-1907	-474	799862	207867	NA
6	Response	2	-1816	-470	828862	236867	NA
6	Response	1	-2040	-487	832022	240027	NA
6	Response	2	-2040	-487	832522	240527	NA
6	Response	1	-1914	-382	842042	250047	NA
6	Response	2	-1872	-437	854202	262207	NA
6	Response	1	-1950	-7	857202	265207	NA
6	Response	2	-1803	85	861562	269566	NA
6	Response	1	-1678	64	863222	271227	NA
6	Response	2	-1625	8	866842	274847	NA
6	Response	1	-1667	-3	866942	274947	NA
6	Response	2	-1667	-3	867043	275047	NA
6	Response	1	-1816	-399	869582	277587	NA
6	Response	2	-1815	-464	924542	332546	NA
6	Response	1	-1766	-417	924622	332627	NA
6	Response	2	-1766	-417	924822	332826	NA
6	Response	1	-1705	28	927563	335567	NA
6	Response	2	-1675	-93	941962	349967	NA
6	Response	1	-1774	-435	946002	354007	NA
6	Response	2	-1734	-440	973282	381287	NA
6	Response	1	-1902	26	975862	383866	NA
6	Response	2	-1769	121	981302	389307	NA
6	Response	1	-1688	90	983302	391306	NA
6	Response	2	-1698	61	986042	394047	NA
6	Response	1	-1713	-438	989102	397107	NA
6	Response	2	-1713	-438	992842	400847	NA
6	Response	1	-1794	-514	994922	402927	NA
6	Response	2	-1794	-514	1067042	475047	NA
6	Response	1	-1749	-521	1067122	475126	NA
6	Response	2	-1749	-521	1067222	475227	NA
6	Response	1	-2181	-494	1069662	477667	NA
6	Response	2	-2093	-476	1074302	482306	NA
6	Response	1	-2272	-457	1076142	484146	NA
6	Response	2	-2272	-457	1079722	487726	NA
6	Response	1	-2223	-461	1079822	487826	NA
6	Response	2	-2221	-459	1080862	488867	NA
6	Response	1	-2032	-342	1083722	491727	NA
6	Response	2	-2026	-344	1094382	502387	NA
6	Response	1	-1865	83	1097062	505066	NA
6	Response	2	-1778	153	1102962	510967	NA
6	Response	1	-1653	112	1104502	512507	NA
6	Response	2	-1636	83	1111742	519746	NA
6	Response	1	-1843	-402	1114642	522647	NA
6	Response	2	-1844	-474	1183822	591827	NA
6	Response	1	-2123	-364	1187882	595887	NA
6	Response	2	-2032	-388	1189302	597307	NA
6	Response	1	-1997	-347	1190702	598707	NA
6	Response	2	-2005	-418	1196162	604167	NA
6	Response	1	-1950	-383	1196282	604287	NA
6	Response	2	-1919	-420	1196662	604666	NA
6	Response	1	-1885	-438	1197982	605987	NA
6	Response	2	-1848	-440	1212782	620786	NA
6	Response	1	-1907	198	1215022	623026	NA
6	Response	2	-1836	197	1219882	627886	NA
6	Response	1	-1594	83	1221942	629947	NA
6	Response	2	-1629	54	1226022	634026	NA
6	Response	1	-1686	49	1226222	634226	NA
6	Response	2	-1657	15	1265402	673407	NA
6	Response	1	-1812	-471	1268782	676786	NA
6	Response	2	-1812	-471	1288202	696206	NA
6	Response	1	-1729	109	1291562	699566	NA
6	Response	2	-1730	133	1297822	705826	NA
6	Response	1	-1628	73	1298142	706146	NA
6	Response	2	-1628	67	1302562	710566	NA
6	Response	1	-1817	-338	1305342	713346	NA
6	Response	2	-1773	-373	1332622	740626	NA
6	Response	1	-1935	28	1334722	742726	NA
6	Response	2	-1815	22	1339102	747106	NA
6	Response	1	-1687	109	1341122	749126	NA
6	Response	2	-1701	128	1346542	754546	NA
6	Response	1	-1795	-451	1350222	758226	NA
6	Response	2	-1795	-451	1396602	804606	NA
6	Response	1	-1902	-442	1398021	806026	NA
6	Response	2	-1849	-445	1439182	847186	NA
6	Response	1	-1834	-47	1441601	849606	NA
7	Response	2	-1835	-62	1445902	3896	NA
7	Response	1	-1867	-400	1448221	6216	NA
7	Response	2	-1865	-446	1467342	25336	NA
7	Response	1	-1907	25	1469661	27656	NA
7	Response	2	-1785	184	1474462	32456	NA
7	Response	1	-1651	94	1475902	33896	NA
7	Response	2	-1632	108	1479882	37876	NA
7	Response	1	-1668	30	1479962	37956	NA
7	Response	2	-1668	30	1480221	38216	NA
7	Response	1	-1779	-385	1482781	40776	NA
7	Response	2	-1778	-435	1523881	81876	NA
7	Response	1	-1694	92	1526902	84896	NA
7	Response	2	-1627	77	1528803	86797	NA
7	Response	1	-1825	-393	1532002	89996	NA
7	Response	2	-1825	-393	1586441	144436	NA
7	Response	1	-1902	210	1588741	146736	NA
7	Response	2	-1891	195	1593421	151416	NA
7	Response	1	-1693	108	1596041	154036	NA
7	Response	2	-1695	26	1601221	159216	NA
7	Response	1	-1748	-391	1603821	161816	NA
7	Response	2	-1753	-423	1606282	164276	NA
7	Response	1	-1762	-519	1608341	166336	NA
7	Response	2	-1721	-524	1687261	245256	NA
7	Response	1	-2035	-377	1691321	249316	NA
7	Response	2	-1986	-366	1701202	259196	NA
7	Response	1	-1902	-359	1702181	260176	NA
7	Response	2	-1865	-373	1706001	263995	NA
7	Response	1	-1942	166	1708361	266356	NA
7	Response	2	-1869	179	1713201	271196	NA
7	Response	1	-1731	85	1714801	272796	NA
7	Response	2	-1659	132	1723421	281416	NA
7	Response	1	-1706	57	1723701	281695	NA
7	Response	2	-1715	-57	1731681	289676	NA
7	Response	1	-1750	-369	1734001	291996	NA
7	Response	2	-1705	-404	1773201	331196	NA
7	Response	1	-1726	-2	1776021	334016	NA
7	Response	2	-1730	19	1777241	335236	NA
7	Response	1	-1851	-334	1779421	337416	NA
7	Response	2	-1798	-386	1799341	357336	NA
7	Response	1	-1950	-358	1803921	361916	NA
7	Response	2	-1935	-430	1824861	382855	NA
7	Response	1	-1928	-389	1824961	382955	NA
7	Response	2	-1928	-389	1825061	383055	NA
7	Response	1	-1902	28	1827181	385175	NA
7	Response	2	-1774	126	1832321	390316	NA
7	Response	1	-1709	108	1833841	391835	NA
7	Response	2	-1675	41	1837121	395116	NA
7	Response	1	-1779	-373	1840021	398015	NA
7	Response	2	-1779	-373	1881781	439775	NA
7	Response	1	-1833	-332	1884881	442876	NA
7	Response	2	-1782	-489	1925301	483295	NA
7	Response	1	-1785	-448	1925381	483375	NA
7	Response	2	-1785	-448	1925481	483475	NA
7	Response	1	-1876	-7	1928081	486076	NA
8	Response	2	-1869	-15	1931481	2922	NA
8	Response	1	-1904	-355	1934341	5782	NA
8	Response	2	-1854	-385	1951221	22661	NA
8	Response	1	-1934	42	1953542	24983	NA
8	Response	2	-1818	160	1958761	30202	NA
8	Response	1	-1549	53	1961421	32862	NA
8	Response	2	-1566	-12	1967001	38442	NA
8	Response	1	-1787	-355	1969201	40642	NA
8	Response	2	-1742	-379	2058061	129502	NA
8	Response	1	-1795	-6	2077921	149362	NA
8	Response	2	-1725	94	2081261	152702	NA
8	Response	1	-1645	79	2085581	157022	NA
8	Response	2	-1710	-81	2132741	204182	NA
8	Response	1	-1778	-446	2135501	206942	NA
8	Response	2	-1774	-458	2166620	238061	NA
8	Response	1	-1964	-39	2169441	240881	NA
9	Response	2	-1949	-51	2171941	688	NA
9	Response	1	-1891	-461	2174461	3208	NA
9	Response	2	-1891	-461	2187361	16108	NA
9	Response	1	-1838	-464	2187441	16188	NA
9	Response	2	-1838	-464	2187641	16388	NA
9	Response	1	-1858	85	2189601	18348	NA
10	Response	2	-1839	83	2192441	2339	NA
10	Response	1	-1894	-420	2194821	4719	NA
10	Response	2	-1894	-420	2213321	23219	NA
10	Response	1	-1891	1	2215721	25620	NA
10	Response	2	-1772	-7	2220761	30660	NA
10	Response	1	-1628	80	2222721	32619	NA
