cnd#	|left	  |right   |test1   |test2       totalconditions=012
001	|002	  |003	   |        |       
002	|003	  |002     |        |      
003	|002	  |003	   |        |       
004	|003	  |002     |        | 
005	|002	  |003	   |        |       
006	|003	  |002     |        | 
007	|002	  |003	   |        |       
008	|003	  |002     |        |      
009	|002	  |003	   |        |       
010	|003	  |002     |        | 	
011	|004	  |002	   |        |       
012	|004	  |003     |        | 
